ID,المدينة,اسم المنشأة,درجة تصنيف المنشأة,رقم الجوال,البريد الالكتروني,العنوان,الموقع الالكتروني
2271,الرياض,شركه الراشد للتجارة والمقاولات مساهمة مقفلة,1,505214415,mabdulwahab@rtcc.com.sa,,
2272,الرياض,ذيلا للاستشارات الهندسية,2,582516889,amranwar2020@gmail.com,الرياض,https://www.facebook.com/ZELLA.COMPANY?mibextid=LQQJ4d
2273,الرياض,شركة الشامخ بلس للهندسة المدنية شخص واحد مهنية,6,534921697,shamikhplus@gmail.com,الرياض,f.com
2274,الرياض,دسر للاستشارات الهندسية,6,500007680,z4_75@hotmail.com,شارع انس بن مالك بحي الياسمين بمدينة الرياض,https://business.google.com/
2275,الرياض,شركة وصل التقنية لنظم المعلومات المحدودة,5,560776489,ahmed@wasltec.com,,
2276,الرياض,شركة مشاريع المياة العربية السعودية المحدودة,5,544301879,,,
2277,الرياض,حمود جابي بن زيدان الفريجي الرويلي للهندسة المدنية,6,552737275,hamoud.jabi@gmail.com,العارض,hamoud.jabi
2278,الرياض,مجموعة ميم الوطن للاستشارات المهنية,6,500062369,eng.m@memalwatan.sa,طريق الدائري الشمالي - مخرج 6 - جوار الحسين توب اب,https://memalwatan.sa/
2279,الرياض,تقاسيم للاستشارات الهندسية,6,541112012,a.a.alqubaysi@gmail.com,,
2280,الرياض,دسر العربية للاستشارات الهندسية,5,553253232,info@dussurconsult.com.sa,,
2281,الرياض,كيو انترناشيونال كونسلتنتس للاستشارات الهندسية,1,505479764,keo.ksa@keoic.com,المحمدية - أبراج تطوير,keoic.com
2282,الرياض,ركن الاعمار للاستشارات الهندسية,6,555004682,roknalemarryd@gmail.com,انس بن مالك,www.www.com
2283,الرياض,نوافذ للاستشارات الهندسية,5,505421356,nawafetheng@yahoo.com,,
2284,الرياض,شركه الجياد الطبيه شركة شخص واحد,6,505691805,,,
2285,الرياض,روابي العربية للاستشارات الهندسية,6,546988883,info@rawabiar.com,الخبر حي الخبر الشمالية,www.rawabiar.com
2286,الرياض,وفر للاستشارات الهندسية,2,555460495,save-sa@hotmail.com,الرياض حي الريان شارع الشيخ عمر بن سليم,www.save
2287,الرياض,شركة ادوار الحداثة للاستشارات الهندسية شخص واحد مهنية,,550002012,cengineer101@gmail.com,حي اشبيلية - طريق الصحابة,baran-sa.com
2288,الرياض,نقطة القوس للاستشارات المهنية,6,555172299,dotarch.sa@gmail.com,طريق الامير محمد بن سلمان حي الربيع,https://dotarch.design/
2289,الرياض,البيئة للاستشارات الهندسية,,9.66505E+11,ali.shuaibi@gmail.com,,
2290,الرياض,المحطة الشاملة للمساحة الأرضية,6,547609060,c3020cc@gmail.com,حي غرناطة - شارع ابو جعفر المنصور,www.google.com.sa
2291,الرياض,محور العمارة للاستشارات الهندسية,6,555144579,osarhan84CONSULTING@hotmail.com,حي الياسمين,ARCH-AXIS.COM
2292,الرياض,احمد يوسف محمد على القرقاوى للاستشارات الهندسية,6,554418668,mahmoud.mettwally@zutari.com,طريق الامام سعود بن فيصل حي الصحافة,www.zutari.com
2293,الرياض,دار المثل للاستشارات الهندسية,6,505253867,lutfi_sabbagh@yahoo.com,,
2294,الرياض,شركة درب الشهاب لتقنية المعلومات شركة شخص واحد,4,507484515,,,
2295,الرياض,مؤسسة ركيزة الإنشاءات للمقاولات,6,506234084,,,
2296,الرياض,شركة أسس الرمز للمقاولات (شركة شخص واحد),6,533305781,,,
2297,الرياض,نائل للاستشارات الهندسية,6,532167787,S-value@outlook.com,طريق انس بن مالك,www.nael.com
2298,الرياض,مؤسسة بيت الكيان للمقاولات,4,504681772,omoh1977@hotmail.com,,
2299,الرياض,تمدن للاستشارات الهندسية,6,558493502,sultan.aladhadhi@gmail.com,الرياض,tamaddon.offices
2300,الرياض,موسسة الرسم الطويل للمقاولات,6,566296801,a1100605441@hotmail.com,,
2301,الرياض,شركة يرى للمقاولات شركة شخص واحد,6,555192111,,,
2302,الرياض,تماره للاستشارات الهندسية,6,503235317,info@tamarh.net,الجنادرية,www.tamarh.com
2303,الرياض,بنائية للاستشارات الهندسية,6,501017788,ahmad@binaeya.sa,Uthman bin affan road,www.binaeya.sa
2304,الرياض,سيف محسن علي العبيدي للاستشارات الهندسية,6,544100022,eng.saif.m@gmail.com,6308-الياسمين . وحدة 1006.الرياض22331-2795 .المملكة العربية السعودية,www.tobaarchitect.com
2305,الرياض,شركة خليج الخرسانة المحدودة,5,505240017,,,
2306,الرياض,النموذجي للاستشارات الهندسية,6,505240017,k2003alid@yahoo.com,,
2307,الرياض,الرؤية المتقدمة للهندسة المدنية,6,500500466,turki2008@gmail.com,الرياض- 0500500466,https://www.typsa.com/en/
2308,الرياض,عبدالرحمن صالح الشوشان للمساحة الأرضية,6,552352353,sales@alshoshan.com,الرياض شارع خالد ابن الوليد مقابل الدانوب,https://www.alshoshan.com
2309,الرياض,عصر العماره للاستشارات الهندسية,6,558108181,eng.aldawish@gmail.com,الرياض - ابن ماجة,eng.aldawish
2310,الرياض,الاحدث المتميز للاستشارات الهندسية,6,503401457,zahigt@hotmail.com,alaqeeq,google.com
2311,الرياض,التلال الزرقاء للاستشارات الهندسية,2,504123499,faris@bluehills.com.sa,الرياض,not.com
2312,الرياض,اون للاستشارات الهندسية,6,545558884,aalmoadi@hotmail.com,الرياض - حي العوالي - طريق نجم الدين,https://www.google.com.sa/url?sa=t&rct=j&q=&esrc=s&source=local&cd=&cad=rja&uact=8&ved=2ahUKEwiss_Ou3fH8AhWyDrcAHZG6Dd8QgU96BAgEEAk&url=https%3A%2F%2Fbuilding-consultant-954.business.site%2F%3Futm_source%3Dgmb%26utm_medium%3Dreferral&usg=AOvVaw38vY8T-C_zB86024avB-QB
2313,الرياض,شركة ضيف الله العتيبى للمقاولات,2,569271818,al-ker@hotmail.com,,
2314,الرياض,شركه ركز للمقاولات لاصحابها ضيف الله محمد العتيبي واولاده,6,569271818,al-ker@hotmail.com,,
2315,الرياض,عبدالمنعم محمد خالد المحسن للاستشارات الهندسية,2,505476692,d7oom_309@hotmail.com,الرياض على طريق اسماء بنت مالك,amkm.com
2316,الرياض,عالم الرسم للهندسة المدنية,6,557237201,sajdialrooqi@hotmail.com,الرياض,www.al.com
2317,الرياض,لدانة للاستشارات الهندسية,6,553159914,sales@ldanah.com,حي العارض,ldanah.com
2318,الرياض,أمسا للاستشارات الهندسية,6,501777733,info@amssa.sa,طريق الامام عبدالله بن مسعود بن عبدالعزيز حي اشبيلية,"https://www.google.com/maps/@24.791327,46.767575,21z?authuser=0&entry=ttu"
2319,الرياض,ياسر حمد الربيعه للاستشارات الهندسية,,9.66505E+11,yaser_929@yahoo.com,,
2320,الرياض,سيف سلطان بن تركي الحبردي العتيبي للهندسة المدنية,6,546707015,eng.saif-s@hotmail.com,حي الجنادرية شارع الامام عبدالله بن سعود بن عبدالعزيز,www.saifeng199.com
2321,الرياض,اتحاد المشاريع الاستشارية لاستشارات السلامة الهندسية,,9.665E+11,aalsaeedi@yahoo.com,,
2322,الرياض,صيحة المعمار للاستشارات الهندسية,6,539114699,ahmetano@gmail.com,الروضة شارع حفصة بنت عمر,sayhatmemar.com
2323,الرياض,درة اليمامة للاستشارات الهندسية,6,558744555,hussien1417@hotmail.com,الرياض حي الروضة,www.dorratalyamamma
2324,الرياض,الركن للإستشارات الهندسية,,503690776,alroukn.hr2@gmail.com,طريق مكة تقاطع الاحساء,non.non
2325,الرياض,مؤسسه المركز النامي للمقاولات,6,502226278,h.vip.11@hotmail.com,,
2326,الرياض,ركن زوايا الاعمار للهندسة المدنية,6,536676644,xn-m@hotmail.com,حي الرمال,xn-mhotmial.com
2327,الرياض,القمة الهندسية للاستشارات الهندسية,6,505218080,amer.rifai@summitgrpsa.com,,
2328,الرياض,الاستشعار للمساحة الأرضية,6,550111718,alisteshaar@gmail.com,حي العقيق طريق الامام,https://alisteshaar.com/
2329,الرياض,الخليل للهندسة المعمارية,6,544472445,alnwesri@alkhalil-group.com,الملقا- شارع الامير محمد بن سعد عبدالعزيز,www.alkhalil-gruop.com
2330,الرياض,ضوء المدن للهندسة المعمارية,6,531279890,Motlakhail1@hotmail.com,الرياض,Www.noqush.com
2331,الرياض,اركان نجد للاستشارات الهندسية,6,556121288,arkannajd1@gmail.com,الرياض حي العارض شارع الكوثر 0543781859,https://interior-architect-office-955.business.site/
2332,الرياض,كود الخبره للاستشارات الهندسية,1,551624443,alshakhouri@gmail.com,,
2333,الرياض,مؤسسة اكسو للمقاولات,6,541128388,,,
2334,الرياض,شركة فتحي عبدالجواد المحتسب واخوانه للتجارة والمقاولات,2,545873336,mohd_ragab@al-mohtaseb.com,,
2335,الرياض,المنشآت الوطنية للهندسة المدنية,6,504186388,info@munchaat.com,الرياض - حي القدس,munchaat.com
2336,الرياض,القصر للاستشارات الهندسية,1,555299195,hajjaj10@hotmail.com,,
2337,الرياض,ابتناء للاستشارات الهندسية,6,540315588,ha@ebtenaa.com,حي الصحافة - طريق الملك عبدالعزيز,ebtenaa.com
2338,الرياض,حمى للاستشارات الهندسية,5,504227356,Mep95ksa@gmail.com,الملز,hima-sa.com
2339,الرياض,شركة تمدن العقارية,6,505210777,,,
2340,الرياض,ساف للهندسة المدنية,6,565464298,eng.majid.otb@gmail.com,RFDB7036,www.safsaudi.com
2341,الرياض,عبدالرحمن دهش بن عبدالرحمن التويجري للاستشارات الهندسية,6,535714447,a0502220004@gmail.com,,
2342,الرياض,شركة بنون وفنون للمقاولات (شركة شخص واحد),5,565333350,,,
2343,الرياض,أريب للاستشارات الهندسية,6,541614073,aribcompany2021@gmail.com,طريق الامير سعود بن عبدالله بن جلوي حي القيروان,https://apps.balady.gov.sa/Eservices/EngOffice/Portal/Profile?officeId=bldyPrm59F369824C8EC29C93CCE4AC11903C82088BDFEAFFFBF1A70837C808090A32B5
2344,الرياض,سلطان محمد حمد الرباح للاستشارات الهندسية,6,551733348,Sultan_93_1@hotmail.com,الرياض-حي الشفاء,www.sultans-office.com
2345,الرياض,فرص الاعمار للهندسة المدنية,6,559962684,mr.nassir.com@gmail.com,السويدي الغربي,P.O35
2346,الرياض,نجا للاستشارات الهندسية,3,565455539,alnowais@yahoo.com,280 طريق العروبة حي العليا,www.naga.ae
2347,الرياض,شركة تراثيات عربية للتجارة,2,561301301,,,
2348,الرياض,مؤسسة محمد عبدالرحمن ابراهيم حجازي للمقاولات,6,553000210,ab.monzer@gmail.com,,
2349,الرياض,شركة ابعاد فنية للمقاولات,1,553000210,,,
